"appl_date","day","mo","year","yq","q","status","freq","snow","snwd","name","lines","path","d","season"
"1998-01-01","Thursday",1,1998,1998.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-01-01,"winter 1997-1998"
"1998-01-02","Friday",1,1998,1998.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-01-02,"winter 1997-1998"
"1998-01-03","Saturday",1,1998,1998.1,1,"Weekend",0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-01-03,"winter 1997-1998"
"1998-01-04","Sunday",1,1998,1998.1,1,"Weekend",0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-01-04,"winter 1997-1998"
"1998-01-05","Monday",1,1998,1998.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-01-05,"winter 1997-1998"
"1998-01-06","Tuesday",1,1998,1998.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-01-06,"winter 1997-1998"
"1998-01-07","Wednesday",1,1998,1998.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-01-07,"winter 1997-1998"
"1998-01-08","Thursday",1,1998,1998.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-01-08,"winter 1997-1998"
"1998-01-09","Friday",1,1998,1998.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-01-09,"winter 1997-1998"
"1998-01-10","Saturday",1,1998,1998.1,1,"Weekend",0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-01-10,"winter 1997-1998"
"1998-01-11","Sunday",1,1998,1998.1,1,"Weekend",0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-01-11,"winter 1997-1998"
"1998-01-12","Monday",1,1998,1998.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-01-12,"winter 1997-1998"
"1998-01-13","Tuesday",1,1998,1998.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-01-13,"winter 1997-1998"
"1998-01-14","Wednesday",1,1998,1998.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-01-14,"winter 1997-1998"
"1998-01-15","Thursday",1,1998,1998.1,1,"Unscheduled Leave",1,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743","98/1/15/unscheduled-leave_8/"">unscheduled leave</a>","https://www.opm.gov/policy-data-oversight/snow-dismissal-procedures/status-archives/98/1/15/unscheduled-leave_8/",1998-01-15,"winter 1997-1998"
"1998-01-16","Friday",1,1998,1998.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-01-16,"winter 1997-1998"
"1998-01-17","Saturday",1,1998,1998.1,1,"Weekend",0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-01-17,"winter 1997-1998"
"1998-01-18","Sunday",1,1998,1998.1,1,"Weekend",0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-01-18,"winter 1997-1998"
"1998-01-19","Monday",1,1998,1998.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-01-19,"winter 1997-1998"
"1998-01-20","Tuesday",1,1998,1998.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-01-20,"winter 1997-1998"
"1998-01-21","Wednesday",1,1998,1998.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-01-21,"winter 1997-1998"
"1998-01-22","Thursday",1,1998,1998.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-01-22,"winter 1997-1998"
"1998-01-23","Friday",1,1998,1998.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-01-23,"winter 1997-1998"
"1998-01-24","Saturday",1,1998,1998.1,1,"Weekend",0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-01-24,"winter 1997-1998"
"1998-01-25","Sunday",1,1998,1998.1,1,"Weekend",0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-01-25,"winter 1997-1998"
"1998-01-26","Monday",1,1998,1998.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-01-26,"winter 1997-1998"
"1998-01-27","Tuesday",1,1998,1998.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-01-27,"winter 1997-1998"
"1998-01-28","Wednesday",1,1998,1998.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-01-28,"winter 1997-1998"
"1998-01-29","Thursday",1,1998,1998.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-01-29,"winter 1997-1998"
"1998-01-30","Friday",1,1998,1998.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-01-30,"winter 1997-1998"
"1998-01-31","Saturday",1,1998,1998.1,1,"Weekend",0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-01-31,"winter 1997-1998"
"1998-02-01","Sunday",2,1998,1998.1,1,"Weekend",0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-02-01,"winter 1997-1998"
"1998-02-02","Monday",2,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-02-02,"winter 1997-1998"
"1998-02-03","Tuesday",2,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-02-03,"winter 1997-1998"
"1998-02-04","Wednesday",2,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-02-04,"winter 1997-1998"
"1998-02-05","Thursday",2,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-02-05,"winter 1997-1998"
"1998-02-06","Friday",2,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-02-06,"winter 1997-1998"
"1998-02-07","Saturday",2,1998,1998.1,1,"Weekend",0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-02-07,"winter 1997-1998"
"1998-02-08","Sunday",2,1998,1998.1,1,"Weekend",0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-02-08,"winter 1997-1998"
"1998-02-09","Monday",2,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-02-09,"winter 1997-1998"
"1998-02-10","Tuesday",2,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-02-10,"winter 1997-1998"
"1998-02-11","Wednesday",2,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-02-11,"winter 1997-1998"
"1998-02-12","Thursday",2,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-02-12,"winter 1997-1998"
"1998-02-13","Friday",2,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-02-13,"winter 1997-1998"
"1998-02-14","Saturday",2,1998,1998.1,1,"Weekend",0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-02-14,"winter 1997-1998"
"1998-02-15","Sunday",2,1998,1998.1,1,"Weekend",0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-02-15,"winter 1997-1998"
"1998-02-16","Monday",2,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-02-16,"winter 1997-1998"
"1998-02-17","Tuesday",2,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-02-17,"winter 1997-1998"
"1998-02-18","Wednesday",2,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-02-18,"winter 1997-1998"
"1998-02-19","Thursday",2,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-02-19,"winter 1997-1998"
"1998-02-20","Friday",2,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-02-20,"winter 1997-1998"
"1998-02-21","Saturday",2,1998,1998.1,1,"Weekend",0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-02-21,"winter 1997-1998"
"1998-02-22","Sunday",2,1998,1998.1,1,"Weekend",0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-02-22,"winter 1997-1998"
"1998-02-23","Monday",2,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-02-23,"winter 1997-1998"
"1998-02-24","Tuesday",2,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-02-24,"winter 1997-1998"
"1998-02-25","Wednesday",2,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-02-25,"winter 1997-1998"
"1998-02-26","Thursday",2,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-02-26,"winter 1997-1998"
"1998-02-27","Friday",2,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-02-27,"winter 1997-1998"
"1998-02-28","Saturday",2,1998,1998.1,1,"Weekend",0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-02-28,"winter 1997-1998"
"1998-03-01","Sunday",3,1998,1998.1,1,"Weekend",0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-03-01,"winter 1997-1998"
"1998-03-02","Monday",3,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-03-02,"winter 1997-1998"
"1998-03-03","Tuesday",3,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-03-03,"winter 1997-1998"
"1998-03-04","Wednesday",3,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-03-04,"winter 1997-1998"
"1998-03-05","Thursday",3,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-03-05,"winter 1997-1998"
"1998-03-06","Friday",3,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-03-06,"winter 1997-1998"
"1998-03-07","Saturday",3,1998,1998.1,1,"Weekend",0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-03-07,"winter 1997-1998"
"1998-03-08","Sunday",3,1998,1998.1,1,"Weekend",0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-03-08,"winter 1997-1998"
"1998-03-09","Monday",3,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-03-09,"winter 1997-1998"
"1998-03-10","Tuesday",3,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-03-10,"winter 1997-1998"
"1998-03-11","Wednesday",3,1998,1998.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-03-11,"winter 1997-1998"
"1998-03-12","Thursday",3,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-03-12,"winter 1997-1998"
"1998-03-13","Friday",3,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-03-13,"winter 1997-1998"
"1998-03-14","Saturday",3,1998,1998.1,1,"Weekend",0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-03-14,"winter 1997-1998"
"1998-03-15","Sunday",3,1998,1998.1,1,"Weekend",0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-03-15,"winter 1997-1998"
"1998-03-16","Monday",3,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-03-16,"winter 1997-1998"
"1998-03-17","Tuesday",3,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-03-17,"winter 1997-1998"
"1998-03-18","Wednesday",3,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-03-18,"winter 1997-1998"
"1998-03-19","Thursday",3,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-03-19,"winter 1997-1998"
"1998-03-20","Friday",3,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-03-20,"winter 1997-1998"
"1998-03-21","Saturday",3,1998,1998.1,1,"Weekend",0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-03-21,"winter 1997-1998"
"1998-03-22","Sunday",3,1998,1998.1,1,"Weekend",0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-03-22,"winter 1997-1998"
"1998-03-23","Monday",3,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-03-23,"winter 1997-1998"
"1998-03-24","Tuesday",3,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-03-24,"winter 1997-1998"
"1998-03-25","Wednesday",3,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-03-25,"winter 1997-1998"
"1998-03-26","Thursday",3,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-03-26,"winter 1997-1998"
"1998-03-27","Friday",3,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-03-27,"winter 1997-1998"
"1998-03-28","Saturday",3,1998,1998.1,1,"Weekend",0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-03-28,"winter 1997-1998"
"1998-03-29","Sunday",3,1998,1998.1,1,"Weekend",0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-03-29,"winter 1997-1998"
"1998-03-30","Monday",3,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-03-30,"winter 1997-1998"
"1998-03-31","Tuesday",3,1998,1998.1,1,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-03-31,"winter 1997-1998"
"1998-12-01","Tuesday",12,1998,1998.4,4,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-12-01,"winter 1998-1999"
"1998-12-02","Wednesday",12,1998,1998.4,4,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-12-02,"winter 1998-1999"
"1998-12-03","Thursday",12,1998,1998.4,4,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-12-03,"winter 1998-1999"
"1998-12-04","Friday",12,1998,1998.4,4,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-12-04,"winter 1998-1999"
"1998-12-05","Saturday",12,1998,1998.4,4,"Weekend",0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-12-05,"winter 1998-1999"
"1998-12-06","Sunday",12,1998,1998.4,4,"Weekend",0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-12-06,"winter 1998-1999"
"1998-12-07","Monday",12,1998,1998.4,4,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-12-07,"winter 1998-1999"
"1998-12-08","Tuesday",12,1998,1998.4,4,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-12-08,"winter 1998-1999"
"1998-12-09","Wednesday",12,1998,1998.4,4,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-12-09,"winter 1998-1999"
"1998-12-10","Thursday",12,1998,1998.4,4,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-12-10,"winter 1998-1999"
"1998-12-11","Friday",12,1998,1998.4,4,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-12-11,"winter 1998-1999"
"1998-12-12","Saturday",12,1998,1998.4,4,"Weekend",0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-12-12,"winter 1998-1999"
"1998-12-13","Sunday",12,1998,1998.4,4,"Weekend",0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-12-13,"winter 1998-1999"
"1998-12-14","Monday",12,1998,1998.4,4,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-12-14,"winter 1998-1999"
"1998-12-15","Tuesday",12,1998,1998.4,4,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-12-15,"winter 1998-1999"
"1998-12-16","Wednesday",12,1998,1998.4,4,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-12-16,"winter 1998-1999"
"1998-12-17","Thursday",12,1998,1998.4,4,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-12-17,"winter 1998-1999"
"1998-12-18","Friday",12,1998,1998.4,4,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-12-18,"winter 1998-1999"
"1998-12-19","Saturday",12,1998,1998.4,4,"Weekend",0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-12-19,"winter 1998-1999"
"1998-12-20","Sunday",12,1998,1998.4,4,"Weekend",0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-12-20,"winter 1998-1999"
"1998-12-21","Monday",12,1998,1998.4,4,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-12-21,"winter 1998-1999"
"1998-12-22","Tuesday",12,1998,1998.4,4,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-12-22,"winter 1998-1999"
"1998-12-23","Wednesday",12,1998,1998.4,4,NA,0,0.4,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-12-23,"winter 1998-1999"
"1998-12-24","Thursday",12,1998,1998.4,4,"Delayed Arrival",1,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743","98/12/23/delayed-arrivalunscheduled-leave_10/"">delayed arrival/unscheduled leave</a>","https://www.opm.gov/policy-data-oversight/snow-dismissal-procedures/status-archives/98/12/23/delayed-arrivalunscheduled-leave_10/",1998-12-24,"winter 1998-1999"
"1998-12-25","Friday",12,1998,1998.4,4,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-12-25,"winter 1998-1999"
"1998-12-26","Saturday",12,1998,1998.4,4,"Weekend",0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-12-26,"winter 1998-1999"
"1998-12-27","Sunday",12,1998,1998.4,4,"Weekend",0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-12-27,"winter 1998-1999"
"1998-12-28","Monday",12,1998,1998.4,4,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-12-28,"winter 1998-1999"
"1998-12-29","Tuesday",12,1998,1998.4,4,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-12-29,"winter 1998-1999"
"1998-12-30","Wednesday",12,1998,1998.4,4,NA,0,0,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-12-30,"winter 1998-1999"
"1998-12-31","Thursday",12,1998,1998.4,4,NA,0,0.1,NA,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1998-12-31,"winter 1998-1999"
"1999-01-01","Friday",1,1999,1999.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1999-01-01,"winter 1998-1999"
"1999-01-02","Saturday",1,1999,1999.1,1,"Weekend",0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1999-01-02,"winter 1998-1999"
"1999-01-03","Sunday",1,1999,1999.1,1,"Weekend",0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1999-01-03,"winter 1998-1999"
"1999-01-04","Monday",1,1999,1999.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1999-01-04,"winter 1998-1999"
"1999-01-05","Tuesday",1,1999,1999.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1999-01-05,"winter 1998-1999"
"1999-01-06","Wednesday",1,1999,1999.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1999-01-06,"winter 1998-1999"
"1999-01-07","Thursday",1,1999,1999.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1999-01-07,"winter 1998-1999"
"1999-01-08","Friday",1,1999,1999.1,1,"Open",1,2.2,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743","99/1/8/open_13/"">open</a>","https://www.opm.gov/policy-data-oversight/snow-dismissal-procedures/status-archives/99/1/8/open_13/",1999-01-08,"winter 1998-1999"
"1999-01-09","Saturday",1,1999,1999.1,1,"Weekend",0,0,2,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1999-01-09,"winter 1998-1999"
"1999-01-10","Sunday",1,1999,1999.1,1,"Weekend",0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1999-01-10,"winter 1998-1999"
"1999-01-11","Monday",1,1999,1999.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1999-01-11,"winter 1998-1999"
"1999-01-12","Tuesday",1,1999,1999.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1999-01-12,"winter 1998-1999"
"1999-01-13","Wednesday",1,1999,1999.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1999-01-13,"winter 1998-1999"
"1999-01-14","Thursday",1,1999,1999.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1999-01-14,"winter 1998-1999"
"1999-01-15","Friday",1,1999,1999.1,1,"Unscheduled Leave",1,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743","99/1/15/unscheduled-leave_16/"">unscheduled leave</a>","https://www.opm.gov/policy-data-oversight/snow-dismissal-procedures/status-archives/99/1/15/unscheduled-leave_16/",1999-01-15,"winter 1998-1999"
"1999-01-16","Saturday",1,1999,1999.1,1,"Weekend",0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1999-01-16,"winter 1998-1999"
"1999-01-17","Sunday",1,1999,1999.1,1,"Weekend",0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1999-01-17,"winter 1998-1999"
"1999-01-18","Monday",1,1999,1999.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1999-01-18,"winter 1998-1999"
"1999-01-19","Tuesday",1,1999,1999.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1999-01-19,"winter 1998-1999"
"1999-01-20","Wednesday",1,1999,1999.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1999-01-20,"winter 1998-1999"
"1999-01-21","Thursday",1,1999,1999.1,1,NA,0,0,0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US - USW00013743",NA,NA,1999-01-21,"winter 1998-1999"
